URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Consists of,Principle Author / Analyst,Donor Institution/sample Source,Dataset Type,Compositional Group,Sample Source Person,Year,Vessel Part Sampled,Photograph No. - Located In Photographs Folder.,Artefact Type,Museum No.,Group (icp),ICP - Ba,ICP - Ca,ICP - Ce,ICP - Cu,ICP - Fe,ICP - Ga,ICP - Hf,ICP - K,ICP - La,ICP - Li,ICP - Mg,ICP - Na,ICP - Ni,ICP - Sc,ICP - Sr,ICP - Ti,ICP - V,ICP - Yb,ICP - Zn,Sample Weight (g)
"http://opencontext.org/subjects/24F19CD9-67EB-467B-FD3C-EDF83CF0C3A1","http://n2t.net/ark:/28722/k2zk59z1t","UNE 512","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-10T06:26:46Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 512","sherd","19082","4","250.01","5609.49","77.13","31.3","43460.9","28.27","6.65","14858.67","30.23","42.71","3203.46","1632.01","54.37","17.54","50.16","5660.19","131.23","3.48","54.05","3"
"http://opencontext.org/subjects/EF6B0856-BD7F-404D-CFFC-74CD1F9C3DAB","http://n2t.net/ark:/28722/k2028tq72","UNE 484","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-10T07:29:46Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","5","University of Michigan","","","UNE 484","sherd","18450","5","244.7","11323.41","38.33","75.45","62745.56","29.22","1.89","5617.5","10.46","20.23","7737.56","11980.1","22.84","23.28","205.63","5995.34","252.65","3.97","58.63","4"
"http://opencontext.org/subjects/E3D9A3F3-72D3-4B9A-C749-9E2EDD0DF365","http://n2t.net/ark:/28722/k2t43j61c","UNE 501","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-10T07:29:17Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 501","sherd","18942","4","97.15","6023.96","16.94","31.43","33528.72","16.81","2.19","10369.38","1.81","19.62","2306.89","4210.15","18.36","11.45","130.91","3533.23","102.27","1.38","43.07","3"
"http://opencontext.org/subjects/B24B9D51-1685-4E58-A458-F87AB3B177C4","http://n2t.net/ark:/28722/k2v98434f","UNE 485","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T17:47:56Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 485","sherd","35946","4","285.9","4330.26","82.29","27.2","30776.14","25.78","4.52","12089.61","35.11","36.6","4142.16","2521.09","30.51","16.4","78.31","5220.04","102.3","3.68","79.63","2"
"http://opencontext.org/subjects/DFC5A0BD-7733-48D7-5FEB-F68C3DF33661","http://n2t.net/ark:/28722/k2n29tj35","UNE 551","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T15:51:55Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","1","University of Michigan","","","UNE 551","sherd","18187","1","355.59","2213.6","142.71","19.99","31765.19","32.63","6.99","19287.78","76.5","22.09","2280.93","2672.89","14.08","14.11","62.24","6178.53","77.28","4.96","56.92","2"
"http://opencontext.org/subjects/A743B92B-2A23-4A87-110D-49D4DE3360FC","http://n2t.net/ark:/28722/k2pk0cc62","UNE 502","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:04:19Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 502","sherd","18965","4","235.77","1534.56","107.94","32.35","26974.48","28.19","6.35","11254.23","51.52","43.05","3554.45","1209.74","31.4","16.44","46.15","5652.16","82.77","3.94","58.1","4"
"http://opencontext.org/subjects/7747C269-ABE0-42FF-A897-2C79D5B5E5BE","http://n2t.net/ark:/28722/k2mg7g00g","UNE 538","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T14:44:41Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","1","University of Michigan","","","UNE 538","sherd","35170","1","596.47","3604.2","128.26","16.2","19629.39","20.01","6.96","22769.58","59.21","24.54","2734.32","1730.57","11.93","10.76","80.25","4134.03","49.96","4.21","58.9","2"
"http://opencontext.org/subjects/880D5C59-A25C-4C8B-2155-4B00E692B903","http://n2t.net/ark:/28722/k2dz0351z","UNE 507","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T14:44:47Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 507","sherd","19078","4","447.69","5982.94","84.4","31.67","29306.03","24.25","5.69","14796.57","39.84","37.68","3772.28","2246.48","33.85","15.96","94.87","4938.97","98.03","3.5","61.2","1.5"
"http://opencontext.org/subjects/8FB2B667-3005-44FF-E985-CDD1C8F3C776","http://n2t.net/ark:/28722/k27d2qb39","UNE 478","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T14:44:52Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 478","sherd","18050","4","310.74","3369.36","84.89","29.95","28298.71","28.41","6.49","13404.06","39.57","44.92","3666.17","2062.53","33.97","18.02","58.39","5783.22","102.54","3.89","58.08","2"
"http://opencontext.org/subjects/021E8273-58B7-48AB-DE76-4AA9F35AC4F8","http://n2t.net/ark:/28722/k2kh0f286","UNE 554","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T06:11:36Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 554","sherd","B37-7","4","486.37","5049.32","84.46","27.76","28361.62","26.84","4.52","12252.61","35.93","38.82","2966.42","1693.54","36.09","16.38","86.26","5096.65","88.57","3.23","57.58","1.5"
"http://opencontext.org/subjects/0021C155-B82E-4FF1-784F-6C189E3AA538","http://n2t.net/ark:/28722/k2bz61c1g","UNE 542","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-14T03:34:59Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 542","sherd","34037","4","213.35","5533.23","63.36","31.23","38852.5","22.62","4.46","11176.2","21.88","23.79","4579.44","2522.92","39.88","15.16","83.16","4526.09","107.4","3.04","58.34","3"
"http://opencontext.org/subjects/79848E12-F571-449E-3C39-4512B8696950","http://n2t.net/ark:/28722/k2v40k291","UNE 486","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T22:34:19Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 486","sherd","35067","4","286.02","5871.07","98.62","37","44820.43","19.9","4.45","15420.57","31.74","31.11","3474.3","1799.43","29.89","17.77","76.08","3906.77","123.38","3.26","60.1","2"
"http://opencontext.org/subjects/DB191777-66B8-48AC-DD62-B0DE87341A48","http://n2t.net/ark:/28722/k22n4zm99","UNE 498","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T10:55:17Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 498","sherd","34037","4","361.56","5052.59","64.83","24.67","25078.57","24.21","5.92","11300.03","29.75","39.02","3129.16","1893.69","33.16","16.25","64.15","4923.51","92.78","3.01","57.22","2"
"http://opencontext.org/subjects/32C85905-0CE3-4E3E-B48C-8554AA530C93","http://n2t.net/ark:/28722/k2g15zn85","UNE 492","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T10:46:40Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 492","sherd","19197","4","321.97","1982.32","71.2","24.19","42674.62","18.31","5.56","15641.52","32.58","20.17","3448.24","3393","14.97","17.26","60.67","3688.72","113.78","3.16","36.47","2"
"http://opencontext.org/subjects/5E74E7C1-1B57-4A1F-4CA3-B27A603CACB5","http://n2t.net/ark:/28722/k2fx7421n","UNE 491","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T16:49:34Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 491","sherd","19048","4","340.25","3814.96","76.97","21.1","25933.57","22.53","5.64","12107.33","34.02","32.75","2870.18","1275.91","30.83","15.83","50.71","4582.24","88.72","3.15","53.93","3"
"http://opencontext.org/subjects/ED5CD029-3C15-4447-2551-E77AA4B69CDF","http://n2t.net/ark:/28722/k2f47n52r","UNE 508","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:09:55Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 508","sherd","19411","4","327.83","3352.12","80.91","32.47","34150.35","26.41","4.45","13479.11","37.34","39.71","5452.31","4957.21","31.45","16.36","67.46","5381.79","100.58","3.65","61.88","4"
"http://opencontext.org/subjects/6B542D95-6E1E-4BA8-A7B3-C94D9A66D554","http://n2t.net/ark:/28722/k23n20h8f","UNE 480","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-10T23:51:45Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","1","University of Michigan","","","UNE 480","sherd","18055","1","437.05","2391.92","135.25","14.4","18237.38","22.04","8.17","21003.13","70.03","25.15","1846.04","1888.28","12.1","12.14","52.39","4414.95","51.22","4.53","65.72","1.5"
"http://opencontext.org/subjects/FC1716FE-0198-425A-5B42-285B464495F4","http://n2t.net/ark:/28722/k2m906d9h","UNE 475","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:53:03Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 475","sherd","18050","4","314.53","9207.55","76.26","25.92","34214.09","23.06","4.88","14218.08","29.44","33.74","4430.61","2590.38","32.46","16.21","123.45","4651.46","108.38","3.44","61.89","2"
"http://opencontext.org/subjects/AEC8C969-7DAF-4D10-6E89-60A32B111A74","http://n2t.net/ark:/28722/k2s756p2g","UNE 514","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T03:11:01Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 514","sherd","20045","4","428.17","5911.59","75.15","27.07","28042.38","24.4","6.55","12731.51","32.14","41.84","3238.65","2055.03","36.55","16.74","78.47","4982.91","99.11","3.33","57.85","2"
"http://opencontext.org/subjects/A8FED9BF-3810-445A-BEDC-C894C008B837","http://n2t.net/ark:/28722/k2tb13638","UNE 504","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T06:30:34Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 504","sherd","18206","4","423.22","4356.19","84.35","26.51","25248.55","24.03","5.55","12447.3","34.98","41.69","3148.39","1580.29","32.3","15.42","62.8","4900.07","90.34","3.19","51.42","3"
"http://opencontext.org/subjects/234BED05-C6A0-4CE0-FEBB-4A0C1133364F","http://n2t.net/ark:/28722/k2pg1hr7g","UNE 503","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T06:30:45Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 503","sherd","18991","4","319.89","1723.29","57.1","38.55","60501.91","17.89","6.18","16734.68","33.95","17.31","3086.21","1455.13","17.64","18.42","49.44","3618.95","131.57","3.85","35.92","2"
"http://opencontext.org/subjects/70436CAF-71AC-46EB-22B1-C63F74D1F899","http://n2t.net/ark:/28722/k2708206j","UNE 481","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T06:30:58Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 481","sherd","18803","4","281.61","3339.68","82.61","26.58","31677.06","27.68","5.11","14290.82","37.99","35.15","4284.19","2510.49","32.98","16.86","74.92","5575.91","105.12","3.6","64.5","4"
"http://opencontext.org/subjects/D3859A90-802D-4B03-5428-EC497C925AFB","http://n2t.net/ark:/28722/k2br8rt1p","UNE 479","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T08:21:39Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 479","sherd","18910","4","310.88","4571.21","78.14","19.19","29862.88","26.45","5.96","14472.65","32.69","29.21","3943.16","2888.28","30.76","15.25","61.02","5271.06","95.39","3.23","74.9","2"
"http://opencontext.org/subjects/D4289AB6-17CE-48CF-4F34-33EBF4F4EDE1","http://n2t.net/ark:/28722/k20g3n89c","UNE 469","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:53:44Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 469","sherd","34025","4","338.95","6204.37","71.67","35.57","33299.08","23.29","5.94","14543.2","29.16","38.07","4557.37","3533.53","34.47","15.92","101.13","4718.26","106.4","3.22","69.32","3"
"http://opencontext.org/subjects/07E7A242-47CA-4E15-6039-C0139682EBA5","http://n2t.net/ark:/28722/k2377b62d","UNE 510","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:21:20Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 510","sherd","35711","4","240.65","1320.77","109.08","33.24","27796.24","28.85","5.97","11935.97","50.57","42.77","3532.89","1301.68","31.52","17.04","46.48","5827.08","88.45","3.97","57.31","4"
"http://opencontext.org/subjects/EDC55ACE-1481-4E81-A4EA-2966146D6284","http://n2t.net/ark:/28722/k2mk65c1t","UNE 468","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:05:23Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 468","sherd","34034","4","319.41","5754.82","76.1","24.47","25546.74","24.71","5.32","10548.71","22.16","39.41","2167.87","1830.91","33.02","16.19","60.33","5036.12","95.99","2.7","51.73","2"
"http://opencontext.org/subjects/0303C550-291B-4236-6F43-D6E8E8735FC2","http://n2t.net/ark:/28722/k2gt5fj8j","UNE 476","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T03:45:17Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 476","sherd","34042","4","294.02","3711.31","61.62","26.98","47864.84","18.61","5.7","14632.49","26.88","35.08","4359.71","1866.23","15.96","17.02","64.46","3761.26","119.45","3.17","36.43","2"
"http://opencontext.org/subjects/F1E27CE2-5129-43B0-849E-FB89E6BABF42","http://n2t.net/ark:/28722/k2xw4804q","UNE 499","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T03:45:18Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 499","sherd","18965","4","258.04","2692.72","73.18","28.44","44096.46","18.52","4.97","12706.31","45.56","28.23","3673.16","2200.19","23.56","16.7","47.64","3781.84","109.51","3.58","44.82","2"
"http://opencontext.org/subjects/0E5ECD22-A9F2-424C-B554-F0A1D07DB9B4","http://n2t.net/ark:/28722/k2zs2kh0r","UNE 548","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T18:01:08Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","5.06","University of Michigan","","","UNE 548","sherd","34544","5.06","434.78","9289.3","21.53","90.99","37976.12","21.68","2.37","13644.87","6.69","11.52","6610.05","12439.42","10.04","17.82","297.32","4057.53","173.77","2","49.1","2"
"http://opencontext.org/subjects/AB19E57F-D55B-471D-22B4-4324F2681654","http://n2t.net/ark:/28722/k2vm4782j","UNE 563","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T20:02:03Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","5.06","University of Michigan","","","UNE 563","sherd","34628","5.06","222.95","22933.18","19.68","61.82","53591.37","30.42","4.6","5296.82","7.02","17.52","6865.6","9573.72","32.25","22.92","326.64","6198.51","159.24","2.47","92.03","1"
"http://opencontext.org/subjects/6918FE96-AE1E-4698-2B7C-5C5A49E59FFD","http://n2t.net/ark:/28722/k2r785s46","UNE 536","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T18:14:22Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","5.05","University of Michigan","","","UNE 536","sherd","none","5.05","477.23","13646.29","33.06","45.96","43437.6","17.12","3.1","17863.94","15.94","15.67","19558.87","20388.19","185.83","17.66","652.12","3426.05","147.28","2.66","56.91","3"
"http://opencontext.org/subjects/ACA8A50B-957A-46E8-A929-57749E936A7B","http://n2t.net/ark:/28722/k2w08wk7g","UNE 533","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:39:42Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","5.05","University of Michigan","","","UNE 533","sherd","none","5.05","293.92","13975.25","35.51","42.23","40648.84","16.61","1.2","12352.48","15.96","22.18","19908.55","22479.52","178.59","16.59","538.34","3498.82","128.72","2.34","54.21","4"
"http://opencontext.org/subjects/0D26B5B0-536C-4E03-087C-3D28A26C3C06","http://n2t.net/ark:/28722/k29z90g0r","UNE 558","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-13T06:19:55Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","4","University of Michigan","","","UNE 558","sherd","B77-14","4","452.49","5556.9","73.13","21.33","28018.38","27.16","4.4","13092.26","37.81","40.39","3476.79","1967.39","36.74","17.41","68.35","4889.11","99.61","3.33","62.26","3"
"http://opencontext.org/subjects/1E07F284-A164-4C21-9304-6DFFDB46A17F","http://n2t.net/ark:/28722/k27w6ch47","UNE 557","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Philippines (various sample sites)","","http://opencontext.org/subjects/03110DFB-31E8-4202-51CE-DFC9037BC9B8","10.962764","120.981445","960","1600","Pottery","2013-03-07T00:00:00Z","2017-02-14T02:06:21Z","ceramic","Peter Grave","The University of Michigan Museum of Anthropology Guthe Collection","A Terrestrial","1","University of Michigan","","","UNE 557","sherd","B77-14","1","453.37","3955.04","88.78","16.12","12232.73","22.78","5.91","26261.86","48.15","6.97","2466.27","1792.94","11.51","13.5","54.79","4241.1","80.21","3.26","25.76","1"
